,speed(RPM),max_torque
1087,8968,130.4958572
1088,8976,130.4958572
1089,8984,130.2167258
1090,8992,130.2167258
1091,8999,129.9375803
1092,9007,129.9375803
1093,9015,129.6584207
1094,9023,129.6584207
1095,9030,129.6584207
1096,9038,129.379247
1097,9046,129.379247
1098,9054,129.1000592
1099,9062,129.1000592
1100,9069,129.1000592
1101,9077,128.8208574
1102,9085,128.8208574
1103,9093,128.5416417
1104,9100,128.5416417
1105,9108,128.2624119
1106,9116,128.2624119
1107,9124,127.9831683
1108,9132,127.9831683
1109,9139,127.9831683
1110,9147,127.7039107
1111,9155,127.7039107
1112,9163,127.7039107
1113,9170,127.4246393
1114,9178,127.4246393
1115,9186,127.4246393
1116,9194,127.145354
1117,9202,127.145354
1118,9209,127.145354
1119,9217,126.8660549
1120,9225,126.8660549
1121,9233,126.8660549
1122,9240,126.8660549
1123,9248,126.5867421
1124,9256,126.5867421
1125,9264,126.3074156
1126,9272,126.3074156
1127,9279,126.0280754
1128,9287,126.0280754
1129,9295,125.7487216
1130,9303,125.7487216
1131,9310,125.7487216
1132,9318,125.4693542
1133,9326,125.4693542
1134,9334,125.4693542
1135,9342,125.1899733
1136,9349,125.1899733
1137,9357,125.1899733
1138,9365,124.9105789
1139,9373,124.9105789
1140,9380,124.631171
1141,9388,124.631171
1142,9396,124.631171
1143,9404,124.3517497
1144,9412,124.3517497
1145,9419,124.3517497
1146,9427,124.0723152
1147,9435,124.0723152
1148,9443,124.0723152
1149,9450,123.7928673
1150,9458,123.7928673
1151,9466,123.5134062
1152,9474,123.5134062
1153,9482,123.2339319
1154,9489,123.2339319
1155,9497,123.2339319
1156,9505,122.9544445
1157,9513,122.9544445
1158,9520,122.674944
1159,9528,122.674944
1160,9536,122.674944
1161,9544,122.3954305
1162,9552,122.3954305
1163,9559,122.3954305
1164,9567,122.1159041
1165,9575,122.1159041
1166,9583,121.8363648
1167,9590,121.8363648
1168,9598,121.5568127
1169,9606,121.5568127
1170,9614,121.5568127
1171,9622,121.2772478
1172,9629,121.2772478
1173,9637,121.2772478
1174,9645,121.2772478
1175,9653,120.9976702
1176,9660,120.9976702
1177,9668,120.9976702
1178,9676,120.7180801
1179,9684,120.7180801
1180,9692,120.7180801
1181,9699,120.4384773
1182,9707,120.4384773
1183,9715,120.4384773
1184,9723,120.4384773
1185,9730,120.1588621
1186,9738,120.1588621
1187,9746,120.1588621
1188,9754,119.8792345
1189,9762,119.8792345
1190,9769,119.5995946
1191,9777,119.5995946
1192,9785,119.5995946
1193,9793,119.3199424
1194,9800,119.3199424
1195,9808,119.040278
1196,9816,119.040278
1197,9824,119.040278
1198,9832,118.7606015
1199,9839,118.7606015
1200,9847,118.480913
1201,9855,118.480913
1202,9863,118.480913
1203,9870,118.2012126
1204,9878,118.2012126
1205,9886,117.9215002
1206,9894,117.9215002
1207,9902,117.6417761
1208,9909,117.6417761
1209,9917,117.6417761
1210,9925,117.3620403
1211,9933,117.3620403
1212,9940,117.3620403
1213,9948,117.0822929
1214,9956,117.0822929
1215,9964,117.0822929
1216,9972,116.802534
1217,9979,116.802534
1218,9987,116.802534
1219,9995,116.5227636
1220,10003,116.5227636
1221,10011,116.5227636
1222,10018,116.2429818
1223,10026,116.2429818
1224,10034,116.2429818
1225,10042,115.9631888
1226,10049,115.9631888
1227,10057,115.9631888
1228,10065,115.6833847
1229,10073,115.6833847
1230,10081,115.6833847
1231,10088,115.4035694
1232,10096,115.4035694
1233,10104,115.1237432
1234,10112,115.1237432
1235,10119,115.1237432
1236,10127,114.8439061
1237,10135,114.8439061
1238,10143,114.8439061
1239,10151,114.8439061
1240,10158,114.5640583
1241,10166,114.5640583
1242,10174,114.5640583
1243,10182,114.5640583
1244,10189,114.5640583
1245,10197,114.5640583
1246,10205,114.2841997
1247,10213,114.2841997
1248,10221,114.2841997
1249,10228,114.2841997
1250,10236,114.2841997
