,speed(RPM),max_torque
0,500.0,277.8869608544596
1,507.0,277.8869608544596
2,514.0,277.8869608544596
3,521.0,277.8869608544596
4,528.0,277.8869608544596
5,534.0,277.8869608544596
6,541.0,277.8869608544596
7,548.0,277.8869608544596
8,555.0,277.8869608544596
9,562.0,277.8869608544596
10,569.0,277.8869608544596
11,576.0,277.8869608544596
12,582.0,277.8869608544596
13,589.0,277.8869608544596
14,596.0,277.8869608544596
15,603.0,277.8869608544596
16,610.0,277.8869608544596
17,617.0,277.8869608544596
18,624.0,277.8869608544596
19,631.0,277.8869608544596
20,637.0,277.8869608544596
21,644.0,277.8869608544596
22,651.0,277.8869608544596
23,658.0,277.8869608544596
24,665.0,277.8869608544596
25,672.0,277.8869608544596
26,679.0,277.8869608544596
27,685.0,277.8869608544596
28,692.0,277.8869608544596
29,699.0,277.8869608544596
30,706.0,277.8869608544596
31,713.0,277.8869608544596
32,720.0,277.8869608544596
33,727.0,277.8869608544596
34,734.0,277.8869608544596
35,740.0,277.8869608544596
36,747.0,277.8869608544596
37,754.0,277.8869608544596
38,761.0,277.8869608544596
39,768.0,277.8869608544596
40,775.0,277.8869608544596
41,782.0,277.8869608544596
42,789.0,277.8869608544596
43,795.0,277.8869608544596
44,802.0,277.8869608544596
45,809.0,277.8869608544596
46,816.0,277.8869608544596
47,823.0,277.8869608544596
48,830.0,277.8869608544596
49,837.0,277.8869608544596
50,843.0,277.8869608544596
51,850.0,277.8869608544596
52,857.0,277.8869608544596
53,864.0,277.8869608544596
54,871.0,277.8869608544596
55,878.0,277.8869608544596
56,885.0,277.8869608544596
57,892.0,277.8869608544596
58,898.0,277.8869608544596
59,905.0,277.8869608544596
60,912.0,277.8869608544596
61,919.0,277.8869608544596
62,926.0,277.8869608544596
63,933.0,277.8869608544596
64,940.0,277.8869608544596
65,946.0,277.8869608544596
66,953.0,277.8869608544596
67,960.0,277.8869608544596
68,967.0,277.8869608544596
69,974.0,277.8869608544596
70,981.0,277.8869608544596
71,988.0,277.8869608544596
72,995.0,277.8869608544596
73,1001.0,277.8869608544596
74,1008.0,277.8869608544596
75,1015.0,277.8869608544596
76,1022.0,277.8869608544596
77,1029.0,277.8869608544596
78,1036.0,277.8869608544596
79,1043.0,277.8869608544596
80,1049.0,277.8869608544596
81,1056.0,277.8869608544596
82,1063.0,277.8869608544596
83,1070.0,277.8869608544596
84,1077.0,277.8869608544596
85,1084.0,277.8869608544596
86,1091.0,277.8869608544596
87,1098.0,277.8869608544596
88,1104.0,277.8869608544596
89,1111.0,277.8869608544596
90,1118.0,277.8869608544596
91,1125.0,277.8869608544596
92,1132.0,277.8869608544596
93,1139.0,277.8869608544596
94,1146.0,277.8869608544596
95,1152.0,277.8869608544596
96,1159.0,277.8869608544596
97,1166.0,277.8869608544596
98,1173.0,277.8869608544596
99,1180.0,277.8869608544596
100,1187.0,277.8869608544596
101,1194.0,277.8869608544596
102,1201.0,277.8869608544596
103,1207.0,277.8869608544596
104,1214.0,277.8869608544596
105,1221.0,277.8869608544596
106,1228.0,277.8869608544596
107,1235.0,277.8869608544596
108,1242.0,277.8869608544596
109,1249.0,277.8869608544596
110,1255.0,277.8869608544596
111,1262.0,277.8869608544596
112,1269.0,277.8869608544596
113,1276.0,277.8869608544596
114,1283.0,277.8869608544596
115,1290.0,277.8869608544596
116,1297.0,277.8869608544596
117,1304.0,277.8869608544596
118,1310.0,277.8869608544596
119,1317.0,277.8869608544596
120,1324.0,277.8869608544596
121,1331.0,277.8869608544596
122,1338.0,277.8869608544596
123,1345.0,277.8869608544596
124,1352.0,277.8869608544596
125,1358.0,277.8869608544596
126,1365.0,277.8869608544596
127,1372.0,277.8869608544596
128,1379.0,277.8869608544596
129,1386.0,277.8869608544596
130,1393.0,277.8869608544596
131,1400.0,277.8869608544596
132,1407.0,277.8869608544596
133,1413.0,277.8869608544596
134,1420.0,277.8869608544596
135,1427.0,277.8869608544596
136,1434.0,277.8869608544596
137,1441.0,277.8869608544596
138,1448.0,277.8869608544596
139,1455.0,277.8869608544596
140,1462.0,277.8869608544596
141,1468.0,277.8869608544596
142,1475.0,277.8869608544596
143,1482.0,277.8869608544596
144,1489.0,277.8869608544596
145,1496.0,277.8869608544596
146,1503.0,277.8869608544596
147,1510.0,277.8869608544596
148,1516.0,277.8869608544596
149,1523.0,277.8869608544596
150,1530.0,277.8869608544596
151,1537.0,277.8869608544596
152,1544.0,277.8869608544596
153,1551.0,277.8869608544596
154,1558.0,277.8869608544596
155,1564.0,277.8869608544596
156,1571.0,277.8869608544596
157,1578.0,277.8869608544596
158,1585.0,277.8869608544596
159,1592.0,277.8869608544596
160,1599.0,277.8869608544596
161,1606.0,277.8869608544596
162,1613.0,277.8869608544596
163,1619.0,277.8869608544596
164,1626.0,277.8869608544596
165,1633.0,277.8869608544596
166,1640.0,277.8869608544596
167,1647.0,277.8869608544596
168,1654.0,277.8869608544596
169,1661.0,277.8869608544596
170,1667.0,277.8869608544596
171,1674.0,277.8869608544596
172,1681.0,277.8869608544596
173,1688.0,277.8869608544596
174,1695.0,277.8869608544596
175,1702.0,277.8869608544596
176,1709.0,277.8869608544596
177,1716.0,277.8869608544596
178,1722.0,277.8869608544596
179,1729.0,277.8869608544596
180,1736.0,277.8869608544596
181,1743.0,277.8869608544596
182,1750.0,277.8869608544596
183,1757.0,277.8869608544596
184,1764.0,277.8869608544596
185,1770.0,277.8869608544596
186,1777.0,277.8869608544596
187,1784.0,277.8869608544596
188,1791.0,277.8869608544596
189,1798.0,277.8869608544596
