,speed(RPM),max_torque
0,495.0,278.404753496635
1,502.0,278.404753496635
2,509.0,278.404753496635
3,516.0,278.404753496635
4,523.0,278.404753496635
5,529.0,278.404753496635
6,536.0,278.404753496635
7,543.0,278.404753496635
8,550.0,278.404753496635
9,557.0,278.404753496635
10,564.0,278.404753496635
11,571.0,278.404753496635
12,577.0,278.404753496635
13,584.0,278.404753496635
14,591.0,278.404753496635
15,598.0,278.404753496635
16,605.0,278.404753496635
17,612.0,278.404753496635
18,618.0,278.404753496635
19,625.0,278.404753496635
20,632.0,278.404753496635
21,639.0,278.404753496635
22,646.0,278.404753496635
23,653.0,278.404753496635
24,659.0,278.404753496635
25,666.0,278.404753496635
26,673.0,278.404753496635
27,680.0,278.404753496635
28,687.0,278.404753496635
29,694.0,278.404753496635
30,701.0,278.404753496635
31,707.0,278.404753496635
32,714.0,278.404753496635
33,721.0,278.404753496635
34,728.0,278.404753496635
35,735.0,278.404753496635
36,742.0,278.404753496635
37,748.0,278.404753496635
38,755.0,278.404753496635
39,762.0,278.404753496635
40,769.0,278.404753496635
41,776.0,278.404753496635
42,783.0,278.404753496635
43,790.0,278.404753496635
44,796.0,278.404753496635
45,803.0,278.404753496635
46,810.0,278.404753496635
47,817.0,278.404753496635
48,824.0,278.404753496635
49,831.0,278.404753496635
50,837.0,278.404753496635
51,844.0,278.404753496635
52,851.0,278.404753496635
53,858.0,278.404753496635
54,865.0,278.404753496635
55,872.0,278.404753496635
56,879.0,278.404753496635
57,885.0,278.404753496635
58,892.0,278.404753496635
59,899.0,278.404753496635
60,906.0,278.404753496635
61,913.0,278.404753496635
62,920.0,278.404753496635
63,926.0,278.404753496635
64,933.0,278.404753496635
65,940.0,278.404753496635
66,947.0,278.404753496635
67,954.0,278.404753496635
68,961.0,278.404753496635
69,968.0,278.404753496635
70,974.0,278.404753496635
71,981.0,278.404753496635
72,988.0,278.404753496635
73,995.0,278.404753496635
74,1002.0,278.404753496635
75,1009.0,278.404753496635
76,1016.0,278.404753496635
77,1022.0,278.404753496635
78,1029.0,278.404753496635
79,1036.0,278.404753496635
80,1043.0,278.404753496635
81,1050.0,278.404753496635
82,1057.0,278.404753496635
83,1063.0,278.404753496635
84,1070.0,278.404753496635
85,1077.0,278.404753496635
86,1084.0,278.404753496635
87,1091.0,278.404753496635
88,1098.0,278.404753496635
89,1105.0,278.404753496635
90,1111.0,278.404753496635
91,1118.0,278.404753496635
92,1125.0,278.404753496635
93,1132.0,278.404753496635
94,1139.0,278.404753496635
95,1146.0,278.404753496635
96,1153.0,278.404753496635
97,1159.0,278.404753496635
98,1166.0,278.404753496635
99,1173.0,278.404753496635
100,1180.0,278.404753496635
101,1187.0,278.404753496635
102,1194.0,278.404753496635
103,1201.0,278.404753496635
104,1207.0,278.404753496635
105,1214.0,278.404753496635
106,1221.0,278.404753496635
107,1228.0,278.404753496635
108,1235.0,278.404753496635
109,1242.0,278.404753496635
110,1249.0,278.404753496635
111,1255.0,278.404753496635
112,1262.0,278.404753496635
113,1269.0,278.404753496635
114,1276.0,278.404753496635
115,1283.0,278.404753496635
116,1290.0,278.404753496635
117,1297.0,278.404753496635
118,1303.0,278.404753496635
119,1310.0,278.404753496635
120,1317.0,278.404753496635
121,1324.0,278.404753496635
122,1331.0,278.404753496635
123,1338.0,278.404753496635
124,1345.0,278.404753496635
125,1351.0,278.404753496635
126,1358.0,278.404753496635
127,1365.0,278.404753496635
128,1372.0,278.404753496635
129,1379.0,278.404753496635
130,1386.0,278.404753496635
131,1393.0,278.404753496635
132,1399.0,278.404753496635
133,1406.0,278.404753496635
134,1413.0,278.404753496635
135,1420.0,278.404753496635
136,1427.0,278.404753496635
137,1434.0,278.404753496635
138,1441.0,278.404753496635
139,1447.0,278.404753496635
140,1454.0,278.404753496635
141,1461.0,278.404753496635
142,1468.0,278.404753496635
143,1475.0,278.404753496635
144,1482.0,278.404753496635
145,1489.0,278.404753496635
146,1495.0,278.404753496635
147,1502.0,278.404753496635
148,1509.0,278.404753496635
149,1516.0,278.404753496635
150,1523.0,278.404753496635
151,1530.0,278.404753496635
152,1537.0,278.404753496635
153,1543.0,278.404753496635
154,1550.0,278.404753496635
155,1557.0,278.404753496635
156,1564.0,278.404753496635
157,1571.0,278.404753496635
158,1578.0,278.404753496635
159,1585.0,278.404753496635
160,1591.0,278.404753496635
161,1598.0,278.404753496635
162,1605.0,278.404753496635
163,1612.0,278.404753496635
164,1619.0,278.404753496635
165,1626.0,278.404753496635
166,1633.0,278.404753496635
167,1639.0,278.404753496635
168,1646.0,278.404753496635
169,1653.0,278.404753496635
170,1660.0,278.404753496635
171,1667.0,278.404753496635
172,1674.0,278.404753496635
173,1681.0,278.404753496635
174,1687.0,278.404753496635
175,1694.0,278.404753496635
176,1701.0,278.404753496635
177,1708.0,278.404753496635
178,1715.0,278.404753496635
179,1722.0,278.404753496635
180,1729.0,278.404753496635
181,1736.0,278.404753496635
182,1742.0,278.404753496635
183,1749.0,278.404753496635
184,1756.0,278.404753496635
185,1763.0,278.404753496635
186,1770.0,278.404753496635
187,1777.0,278.404753496635
188,1784.0,278.404753496635
189,1790.0,278.404753496635
190,1797.0,278.404753496635
191,1804.0,278.404753496635
192,1811.0,278.404753496635
193,1818.0,278.404753496635
194,1825.0,278.404753496635
195,1832.0,278.404753496635
196,1838.0,278.404753496635
197,1845.0,278.404753496635
198,1852.0,278.404753496635
199,1859.0,278.404753496635
200,1866.0,278.404753496635
201,1873.0,278.404753496635
202,1880.0,278.404753496635
203,1886.0,278.404753496635
